情感值,Likert量值,句平均情感值,Likert量值,内容
-5.6,-1,-5.6,-1,用到现在没什么效果啊，背上的痘痘没什么改善不过我检测了不含荧光剂
60,3,60,3,好好好啊好好好好好好好啊啊啊啊啊啊啊
23,2,23,2,质量不错，方便使用，推荐购买。
1.8,0,1.8,0,用了两次就觉得有点效果，用完了在买，真的可以。
0,0,0,0,嗯嗯嗯
0,0,0,0,药味很重
3,0,3,0,用了一次了，看效果如何
25,2,25,2,不错不错，控油止痒，健康除螨。
7,1,7,1,用后有效果才评价，可以。
9,1,9,1,目前还在用着、、不错
12,1,12,1,用了几次，效果还可以，挺不错的。
9,1,9,1,看包装还行，就看以后的效果了
4,0,4,0,好用
36,3,36,3,好好好好好好
18.32,2,18.32,2,不知道有没效果，但是味道挺好闻，用后也不怎么出汗了，喜欢
7.26,1,7.26,1,不知能不能像说的那么好，还没使用。
7,1,3.5,0,包装很厉害。，还没用，应该是正品
-4,0,-4,0,正在用着，还不知道效果怎么样
8,1,8,1,没什么作用，普通香皂吧
3,0,3,0,刚用，效果还看不出来
3.3,0,3.3,0,还没开始用不晓得效果怎么样
9,1,9,1,东西不错
-3.45,0,-3.45,0,一般吧，没有预计的那么好，请慎重下单。
0,0,0,0,还没用，待用过后再评
8,1,8,1,用过了，感觉还可以，给个赞。
15,1,15,1,不错吧，还行吧，可以的啊！?
-1.8,0,-1.8,0,效果不怎么好
9,1,9,1,非常好
33.1,3,33.1,3,味道很清新，很喜欢，期待效果！
7.4,1,7.4,1,今天用了感觉还不错，就是不知道会不会去螨虫
6,1,6,1,好
17.4,2,17.4,2,不错用起来很好了，
39.1,3,19.55,2,非常好用，试着用非常好，泡沫细腻丰富！洗后很爽
4,0,4,0,挺好用的
27.2,3,27.2,3,洗澡感觉很干净，很清爽，味道也不错，还会再来买的！
12,1,12,1,效果不错，下次继续买！
0,0,0,0,试用中，，，
-5,0,-5,0,额，忘记评价了…………
9,1,9,1,嗯嗯，不错的选择
0,0,0,0,送货日期太长了，为什么会这么慢
3,0,3,0,在用，看效果
9,1,9,1,感觉不错
-2.4,0,-2.4,0,短时间没效果吧
24.3,2,24.3,2,好，很好，非常好！
21,2,21,2,东西不错，效果非常好
20.4,2,20.4,2,东西很实用，非常实惠
30,3,30,3,好东西好东西，不错不错啊……
4,0,4,0,用了三次了，感觉还是不错的，背上疙瘩开始减退了
7.3,1,7.3,1,用了快一星期了，效果还是有的！
21.8,2,10.9,1,收到，物品不错，物流速度快，值得购买！用完有点痒
7,1,7,1,用了四天，目前还没什么感觉，希望能有用
8,1,8,1,一般，比一般香皂好点
-33,-3,-33,-3,斤斤计较斤斤计较几级急急急
11,1,11,1,收到后用了，有浓浓的中药味，应该有用的，期待效果
-2.4,0,-1.2,0,洗的还可以。不过没什么效果啊、
6,1,6,1,挺好
9,1,9,1,用着不错
0,0,0,0,没有用
-4,0,-4,0,一般般
8.4,1,8.4,1,小东东很好，下次再买！
20,2,20,2,效果还不错的，值得购买的商品…………………！
330,3,330,3,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
1.5,0,1.5,0,有一点点效果呢
20,2,20,2,第二次买了，老公用了皮肤好多了，值得推荐
-1.8,0,-1.8,0,不好，纯粹是骗钱的
3,0,3,0,效果还可以
0,0,0,0,垃圾产品啊?
-4,0,-4,0,垃圾
6,1,6,1,还行
0,0,0,0,感觉还可以.....
0,0,0,0,感觉还可以.....
10,1,10,1,滑溜溜的皮肤，却不好意思晒图，哈哈
16.8,2,16.8,2,东西很好，给儿子买的，用着很好，下次还会再次购买
25,2,25,2,方便快捷实用价格便宜
3,0,1,0,用了几次。可能效果还没发挥出来吧。再多洗几次看看
9,1,9,1,不错
0,0,0,0,可以
4,0,4,0,好用
70.6,3,70.6,3,挺不错的商品，赞赞赞赞赞赞赞！！！
-5,0,-5,0,退了吧啦啊拒绝咯来咯默默地阿里啦咯啦咯啦咯
-5.5,-1,-5.5,-1,MD刚买就降价！
29.8,3,14.9,1,真心不错，用了舒服！下次再来购！
6,1,6,1,好
6,1,3,0,没啥问题。想想应该是好的。
6,1,6,1,东东还好………………………………………………
9,1,9,1,好评
0.4,0,0.13,0,给上大学的孩子买的，宿舍的床铺弄得他背部起了疙瘩。看看效果怎样?刚快递过去。
11.3,1,11.3,1,用了觉得挺舒服，比一般的肥皂好！
9,1,9,1,不错
16,2,16,2,Okokokokok
-2.4,0,-2.4,0,没感觉有啥效果
6,1,6,1,好
6,1,6,1,好
9,1,9,1,一贯的五星好评，只用过一次，无法评价
0,0,0,0,刚刚用一次，还没见效
-7,-1,-7,-1,用的一般吧，不知道什么效果
11,1,11,1,洗了几次了，还没太大感觉，期待后期效果。
9,1,9,1,刚用两次，感觉不错
0,0,0,0,用了几天，感觉还可以
6,1,6,1,物品完整，物流迅速！
0,0,0,0,号
12.2,1,12.2,1,还没用期待效果呢，希望有用希望有用希望有用
10,1,10,1,好用疗效显著
12.3,1,6.15,1,很好用，过敏性皮肤动不动就全身起孢，只从用它后减轻很多，我贵继续使用下去。价格太高，希望商家多搞活动！
18.08,2,3.62,0,用了效果真的很好。用了两三次痘痘就会明显少很多。背后面的痘痘。好评。下次还会买。
8.4,1,8.4,1,很好。
6,1,6,1,好
39.6,3,19.8,2,物流挺快，还没有使用，味道很好，一些小赠品搭配使用也很方便。赞
6,1,6,1,好。。。。。。。。。。。。。。。。。。。
-2.4,0,-2.4,0,还没用出什么效果
8,1,8,1,还没用，期待中
-6,-1,-6,-1,用得差不多了，无明显作用
6,1,6,1,还行吧
4,0,4,0,好用。。。。。。。。。。。。。。。。
0,0,0,0,尚未使用
6,1,6,1,还好吧
3,0,3,0,价格便宜  现货一般般吧  怎么说呢?
-6.73,-1,-6.73,-1,一般般吧，感觉没有多大效果
7,1,7,1,正在使用中，洗脸挺干净无油。
6,1,6,1,还好
0,0,0,0,在用
20.4,2,20.4,2,东西挺不错，味道很好闻，效果得等段时间再看
3.86,0,3.86,0,还行吧，用了也没感到有很大效果
11,1,11,1,等了七天才收到，还没用，用了之后再评价吧
29,3,29,3,呵呵哈哈哈还好还好还好
-4,0,-4,0,还不知道效果
9,1,9,1,效果还行
3,0,3,0,在使用中，效果不知，等下周一看！
0,0,0,0,第三次买了，真的很有用
16.4,2,16.4,2,比较好用，味道淡雅，还会再来
-6,-1,-6,-1,花了30块钱卖个肥皂，感觉自己真是无语了......
0,0,0,0,还可以
9,1,9,1,不错。。。。。。。。。
-10.64,-1,-5.32,-1,一般般……，一般般，没有什么效果！
0,0,0,0,还没用等用完在来评价
0,0,0,0,效果一般
12,1,12,1,效果不错，用完还会买的
12,1,12,1,洗脸效果还不错。
0,0,0,0,刚到
0,0,0,0,有没有用还有待验证
8,1,8,1,还没用，期待........
-3,0,-3,0,一般
9,1,9,1,感觉挺不错的下次还买
14.4,1,14.4,1,用着不干燥，除螨效果暂时看不出来，先给好评，太贵？
8,1,8,1,用了这款香皂 身上小红点都没有了
4,0,4,0,好用
9,1,9,1,目前使用感觉还不错，再看看一段时间后是不是有改善
8.4,1,8.4,1,很好
17,2,17,2,帮同事买的，他还没用，用过很多类似的产品了，希望这个能管用吧。
14.4,1,14.4,1,很好，不错，老顾客了，以后再追评
3,0,3,0,还没用，效果如何待定
-9.6,-1,-9.6,-1,不知道好不好用，先试试吧。
0,0,0,0,！
7,1,7,1,满意
-1.6,0,-1.6,0,不用不痒，一用就痒，不知道是什么情况
-20.5,-2,-6.83,-1,什么鬼，就是一块香皂，太贵了。不值不值。上当了，差评。
15,1,15,1,还在使用中希望对的起这个价位
-2.6,0,-2.6,0,感觉真不咋地，继续用下看有效果没
13,1,13,1,第二次购买了，希望一如即往的好
13,1,13,1,包装不错，感觉好用，用了一次，等用多了再来追加
0,0,0,0,。。。。。
19.8,2,19.8,2,不错、用着非常好、还会继续买的！
9,1,9,1,不错
30,3,30,3,挺好挺好挺好挺好挺好
21.8,2,21.8,2,还不错的，一点点就可以挤出很多泡泡，洗完不紧绷，舒服！
14,1,14,1,东西好，值得购买，下次还会买的。
0,0,0,0,搞活动买的。才用了几天就掉厕所了..............
6.16,1,6.16,1,很好用！！
11,1,5.5,1,味道清新。好用
9,1,9,1,还可以，草药的味道还不错
25.84,3,25.84,3,哈哈哈哈哈哈哈哈还问我哈哈问哈去哈问哈啊哈哈好吧不不不哈哈哈哈哈哈哈哈
14,1,14,1,速度很快，质量很好，下次继续买
12,1,12,1,挺好的，用了挺好的，不那么痒了
-2,0,-2,0,中国共产党早该结束了
16,2,8,1,不错，用了三天再来评价。有效果。
28.8,3,14.4,1,药味很大，感觉挺好，活动买的，很划算，还送赠品。物流服务态度好，赞！
-7,-1,-7,-1,刚开始用，洗完冷水澡不痒了
0,0,0,0,昨天收到，试了一下，没什么明显反应用几天再说吧
0,0,0,0,奖金努力咯
0,0,0,0,能说实话不？
12.6,1,12.6,1,挺好 现在149了 我买的时候 次30多可能赚到了
5,0,5,0,才开始用，背上老是有顽固的痘痘，希望有效果
3,0,3,0,还没用，到时候看看效果在来评价
-4,0,-4,0,就是不知道效果怎么样，正在使用中。
14,1,14,1,效果不明显，香味不错
7.4,1,7.4,1,用了效果很好，后背疙瘩少了很多，也不那么痒了！
8,1,8,1,搞活动的时候买的，很划算，卖家还送了赠品，老公说用完之后，后背不那么痒啦！
-5.31,-1,-5.31,-1,一般，没啥太大的效果
11,1,5.5,1,还未开始用。期待效果
0,0,0,0,还没用，等用了在来评价，
24,2,24,2,挺好的，味道不错，五星好评，还送了小浴巾！
0,0,0,0,用了一个月咯然而并没有什么卵用
9,1,9,1,还不错。。。。。。。。。。
14.5,1,14.5,1,闻到味道感觉不错，用了以后才知道效果！
4,0,4,0,挺好用的
26,3,13,1,满意，效果好。快递服务好
4,0,4,0,挺好用的
4,0,4,0,好用，洗完之后药味还在身上
7,1,7,1,感觉还可以，应该有效果
28,3,28,3,效果不错用得舒服下次还会再买赞一个。
0,0,0,0,买了还没用?
12,1,6,1,以前没有用过这类型的东西，试试，刚用。感觉不错，看用久了效果怎么样
14,1,14,1,东西很好   物流也很快    刚开始用  用用再来评
0,0,0,0,123456789*
2.2,0,2.2,0,用过才能知道！
0,0,0,0,2016/6/3
0,0,0,0,昨天刚到还没用
6,1,6,1,还行
15.12,2,15.12,2,确实很不错，洗完见效
-1.29,0,-1.29,0,效果不是很好。
12,1,12,1,还没用，不知道效果如何，有效果，给好评
9,1,9,1,皂的味道还可以，感觉不错
9,1,9,1,最近一段时间一直在用，还不错
18,2,18,2,买来试试的，希望有效果吧，送货快
22.4,2,22.4,2,感觉不错，要长期用才知道效果，洗过澡过后的味道很清香。
6,1,6,1,包装挺好，还没用
5.6,1,5.6,1,很好用
0,0,0,0,试用过程中！
11.4,1,5.7,1,这么才回复，是因为等用后的效果才评价。的确很好，以前背上的很多螨虫都没有了。
9,1,9,1,不错……………………
8,1,8,1,传统工艺香皂，皂性强，是否能除螨虫还有带体验。
12,1,12,1,第二次购买，质量好，用着清爽。
39.6,3,13.2,1,一次买了三块，物流很快，京东服务也很快，价格很贵。搞活动便宜实惠，还没用。希望诚信有些效果。
14,1,7,1,好期待啊，Zzz(-＿-)_???←索罗
-4,0,-4,0,一般般
6.6,1,6.6,1,好！
10.5,1,10.5,1,非常的满意
10.5,1,10.5,1,非常的满意
10.5,1,10.5,1,非常的满意
14.6,1,14.6,1,不错很好用
-3,0,-3,0,感觉效果不明显。
0,0,0,0,东西收到了，还没用。不过店家说话不算数。
-3,0,-3,0,还没使用，活动价购买，还是有点贵
40,3,40,3,好好用好好用好好用好好用
3,0,3,0,试用了下，没啥感觉，在使用一段时间看看效果
0,0,0,0,并没有什么用，，，，
0,0,0,0,，
44,3,44,3,好好好好好好，相信京东，满分。
-10.8,-1,-10.8,-1,很普通，跟几元钱的差不多，有点浪费钱
8.4,1,8.4,1,商家和物流都很给力，购物还是要选京东自营的商品。
2.4,0,2.4,0,有一点效果，但是还没有很明显的作用。
-1.29,0,-1.29,0,感觉效果不是很好。
0,0,0,0,还可以，只是比想象中小块
15,1,15,1,挺不错，第一次用此品牌，支持民族产品
10.8,1,10.8,1,有点效果，坚持使用
8.4,1,8.4,1,用了一段时间才来评价，感觉确实有效果，继续使用中。
16,2,16,2,有效果不错哦
7.8,1,7.8,1,用了一阵子才评价，感觉还行，有点效果
2,0,2,0,挺好的，泡沫多
9,1,9,1,使用后，感觉非常好
-1,0,-1,0,越洗越糟糕，还好不是洗脸的???
0,0,0,0,不错哦?，，，，，，，，，，，，，，，，，，，，，，
-3,0,-3,0,还没使用，39秒杀的，卧槽原价149吓人
31.2,3,31.2,3,小巧玲珑，使用很方便，好评。
0,0,0,0,为什么用过之后身上很痒？
-4.29,0,-4.29,0,用的不是很好
3,0,3,0,刚用   看看效果再说
0,0,0,0,-
14.4,1,14.4,1,药味好大，很好的感觉，昨晚用了。
16,2,16,2,味道不错，洗洗也有效果
0,0,0,0,没什么用感觉
0,0,0,0,用了两次，竟然还没有消痘....偶买噶
-4,0,-4,0,一般般
9,1,9,1,看起来不错，就是太小了，
0,0,0,0,。。。。。。。。。。。。。。。。。。。
3,0,3,0,刚刚用，效果还有待。。。
2,0,2,0,味道闻起来还好，不知道用起来效果怎么样？
7.7,1,7.7,1,嗯、用完还是有效果的！
25.2,3,8.4,1,很喜欢。这个价格特别划算。值得购买
10,1,10,1,挺好看效果
21,2,21,2,呵呵呵呵呵呵呵呵呵呵呵呵呵呵
16,2,16,2,刚开始用，希望用着不错。
-4.4,0,-4.4,0,还不知道效果！
-6,-1,-6,-1,感觉毛用没有，反而越发严重了
11.6,1,11.6,1,快递还是很快的，用了一次，淡淡的味道。
6.5,1,6.5,1,物流很给力，宝贝已收到，但愿对身上的螨虫起到杀灭作用！
11.4,1,11.4,1,这是第二次买了，效果很好的，可以当洗面奶用
6,1,6,1,蛮好的..........
5.4,1,5.4,1,还没有用，不知道怎么样，如果有效果下次再买。
10.78,1,5.39,1,有点效果！！！！还是值得的
-2.4,0,-2.4,0,用完了来评价的，没有效果，不建议购买！
9.8,1,9.8,1,感觉小了点，但是很有效
19.4,2,19.4,2,感觉很好，期待效果。
7,1,3.5,0,用了之后有效果，新的痘痘不出现了。就是价格贵了点。
-3,0,-3,0,用了一段时间，感觉效果不明显
10.56,1,10.56,1,真的挺香的！
4,0,4,0,好用
0,0,0,0,用了2块了，很见效
0,0,0,0,还没用呢。应该可以吧
-10,-1,-10,-1,姐姐倒海翻江嫩嫩次错误我本身都会大喊大叫的你是一个人
19.6,2,19.6,2,很好，很香，但是还没用，用了再来评价
6,1,6,1,还好，管点用
1,0,1,0,货收到的时候漏掉一点点，其他还好
3,0,3,0,刚刚用效果，在看
-2.4,0,-2.4,0,买给老公用的，不知效果如何，已试用一天，到时有效果再加评吧
18.4,2,9.2,1,一早就收到了，快递很快，在京东商城秒杀到的，用后再追评吧！还有赠品！
-4,0,-2,0,看包装不值五块钱，不知道实际效果。以后追评
13,1,13,1,泡沫丰富不错
6,1,6,1,还行
0,0,0,0,收到还没用
-11.2,-1,-11.2,-1,还没用，不知道好不好，如果有作用会大批量购买的！
13.6,1,13.6,1,喜欢的香味，使用中，未见效果
6,1,6,1,好，，，，，，，，，，，
13,1,13,1,还没用，希望还好吧
48,3,48,3,好好好好好好好好
8.8,1,4.4,0,马上用，马上见效！神奇！
-4,0,-4,0,泡沫挺多
24.4,2,24.4,2,看似很精致，还没用，应该不错。
11,1,11,1,用了两天才来评价的，感觉没用！
18,2,18,2,不错，洗后总的感觉非常好
-4,0,-4,0,货收到了，不知道效果怎么样，
13,1,6.5,1,刚收到货还没有使用，中药味道，不错，应该好用。就是物流速度有点慢！
16,2,16,2,包装都挺正规，希望效果好。
7,1,7,1,希望大家不要卖，不管用
6,1,6,1,好
47.6,3,47.6,3,很好香味浓郁，洗过后很清新舒爽
0,0,0,0,货已到，，等待使用中
9,1,9,1,不错
24.36,2,24.36,2,真的很不错，很好！
3,0,3,0,先用着试试效果以后再来追加
9.9,1,9.9,1,试用了一下，感觉不错！
17,2,17,2,今天才收到感觉挺好
6,1,6,1,好
-2.4,0,-2.4,0,用的几次才来评价，洗澡之后皮肤有些干燥，别的还可以，没有药物味道
5.6,1,5.6,1,物流很快，东西才用了两天没啥感觉
10,1,10,1,洗得蛮舒服的，不知道效果怎么样，好的话可以继续买
6.6,1,6.6,1,京东物流给力！！！！！
26,3,26,3,还不错，效果好，值得。
0,0,0,0,还没开始用
0,0,0,0,发货有点慢，此款原来用过，好像越来越小，但质量应该还可以，买了两块，给女儿背部痘痘用的?
9,1,9,1,感觉不错
2.42,0,2.42,0,还没用不知道怎么样！
9,1,9,1,已收到，昨天晚上用了一下，感觉还不错
0,0,0,0,。
12,1,12,1,效果不错
14.6,1,14.6,1,物流很快，正在使用等试用有好效果再追评
-6.45,-1,-6.45,-1,不是很好     貌似没有撒子效果的
0,0,0,0,没什么感觉，也许是刚用
0,0,0,0,好像有点用
6.72,1,6.72,1,真的很好用
9.24,1,9.24,1,味道很好闻！
12,1,12,1,好好
6.6,1,3.3,0,好！二次买了。
-0.81,0,-0.4,0,确实有点效果，不过我的太顽固！这个得坚持使用吧！
0,0,0,0,刚收到，
-6.5,-1,-6.5,-1,太贵
8.4,1,8.4,1,用了几天，很好
8,1,8,1,还没有开始使用，闻起来药味儿还是有的，蛮喜欢的
